,spy_buy_hold,spy_plus_05pct_puts,spy_plus_1pct_puts
2022-04-28,391.3905253852455,751.6602921824045,1430.91424893307
2022-04-29,376.92645850068544,725.4836751680855,1384.0964778867512
2022-05-02,379.1953317374785,732.8243229320644,1403.7730160784447
2022-05-03,380.93358139470035,735.5236604164508,1407.68984794738
2022-05-04,392.5341106860488,756.9664000490812,1446.9113374726742
2022-05-05,378.5823700162483,731.5250386612557,1401.0661185246652
2022-05-06,376.32264546186065,726.9988399315549,1392.0932170950516
2022-05-09,364.27383073259693,704.6136774740036,1350.921820403558
2022-05-10,365.11550951398834,705.8301693085481,1352.4728379400945
2022-05-11,359.3152448683137,694.6967494922321,1331.2897431774456
2022-05-12,358.94014888965006,693.6337650877067,1328.6109984057284
2022-05-13,367.5216129868784,709.3715448790384,1357.1501641586685
2022-05-16,366.0303777546314,705.9813995634884,1349.6901178711128
2022-05-17,373.5597433751197,720.0980645616378,1375.90701170338
2022-05-18,358.5010121341422,692.5280345653368,1326.0043240388422
2022-05-19,356.3053283565998,687.7832819534824,1315.9622522044012
2022-05-20,356.46085595750844,688.0622510968208,1316.4556097926718
2022-05-23,363.1302454317935,700.3644396553293,1338.9068204897867
2022-05-24,360.3581946626464,695.094271982863,1328.9764822988052
2022-05-25,363.5419361400834,700.9148932700532,1339.4953964587469
2022-05-26,370.8059899707861,714.7022814942718,1365.4301391110216
2022-05-27,379.9089289651803,731.9453225309181,1397.79817442464
2022-05-31,377.7772859644832,727.6453160369099,1389.2180321853714
2022-06-01,374.72162604073674,725.2939329203394,1391.4747569879323
2022-06-02,381.8575983177488,738.6989518621709,1416.417479238263
2022-06-03,375.5907508693471,726.8123230478703,1394.075816108165
2022-06-06,376.7343361701505,728.7678100577793,1397.335999161103
2022-06-07,380.34806572068914,735.3288690090925,1409.0981976083876
2022-06-08,376.2128612729836,727.2768759812598,1393.5584636889612
2022-06-09,367.2654498794991,710.5989176157323,1362.7801234827766
2022-06-10,356.616383558418,690.9583585794578,1326.9486148938158
2022-06-13,343.07633359690647,667.6651123821338,1287.8085675470288
2022-06-14,342.0425324849801,665.2149641251756,1282.2528340671722
2022-06-15,346.9187802076054,672.9508687354279,1293.8531026048997
2022-06-16,335.4371837875402,653.159299155941,1260.5123847534028
2022-06-17,336.1570670749232,653.6000576807209,1259.5443192802425
2022-06-21,344.61931968918043,668.5772249621368,1285.6095494850497
2022-06-22,343.99452796521734,666.6678079424437,1280.6131433461474
2022-06-23,347.36656565189804,672.9828806810764,1292.3257000075657
2022-06-24,358.4106781842947,693.4556785879845,1329.8829967569454
2022-06-27,357.04164925972975,690.3762986477772,1323.1570127172968
2022-06-28,349.74628707110764,676.7722028590196,1298.0405528013148
2022-06-29,349.4614555498896,676.0279318647486,1296.2453970615227
2022-06-30,346.62232845129523,670.8545177605603,1286.9333221068155
2022-07-01,350.2883857727816,680.6242851186487,1310.8017401207574
2022-07-05,350.94992995109436,681.8242705300534,1312.9500905428288
2022-07-06,352.13519660390585,683.6896860588222,1315.708455882377
2022-07-07,357.40917380323685,693.6066419775289,1334.177274525015
2022-07-08,357.1151541684312,692.8013040169045,1332.1801187818726
2022-07-11,353.03563173549924,685.1773273132362,1318.0748078457552
2022-07-12,349.91167311568677,679.4058739815987,1307.5284030748555
2022-07-13,348.07405039814927,675.7891367276928,1300.475429680206
2022-07-14,347.2287439480829,674.0758775908978,1297.0408319186704
2022-07-15,353.86256195839024,686.287359077492,1319.2651208733444
2022-07-18,350.9407418375067,680.7637068437839,1308.9204481758554
2022-07-19,360.4228750599971,698.663631073932,1342.3940708922362
2022-07-20,362.71990345691864,702.8064526413135,1349.7605626355466
2022-07-21,366.41352511916705,709.8372545216606,1363.0229941587852
2022-07-22,363.0139230917243,703.2571906019379,1350.3982183786893
2022-07-25,363.4549525439328,703.9257475428744,1351.3254519934032
2022-07-26,359.15491538489664,695.7576423687378,1335.951124249929
2022-07-27,368.4808506763965,713.4896839323042,1369.360026727765
2022-07-28,373.1024718110014,722.2145181258737,1385.6748373153018
2022-07-29,378.5418350549107,732.6091203974315,1405.361518563458
2022-08-01,377.420885197213,734.1204734259121,1415.3229372906496
2022-08-02,374.93090641495036,729.6035761156772,1407.2377563250398
2022-08-03,380.80211099748044,740.0490948656392,1425.516657937675
