date,1x_unhedged,1x_aud_puts,1x_jpy_calls,1x_dual_hedge,3x_unhedged,3x_aud_puts,3x_jpy_calls,3x_dual_hedge,5x_unhedged,5x_aud_puts,5x_jpy_calls,5x_dual_hedge,audjpy
2022-10-23,191.31653246512954,597.5148264569597,161.92199936788984,325.83074362504124,390.2215525428196,6017.071854464429,215.4599532069708,1497.9570515595622,362.1341090973798,16678.81510243514,118.59366902048656,2479.4869565074055,93.56660798122066
2022-10-24,191.72427069231682,598.7882639007523,162.2670912850085,326.5251616560235,392.7165001878655,6055.543023356928,216.8375329417458,1507.5344938966516,365.99305212088245,16856.546488578955,119.85741689786512,2505.908656790013,93.76294761763836
2022-10-25,192.2803469181771,600.5249867302458,162.73773003813693,327.47221378920636,396.1335997830646,6108.23343387934,218.72427680324574,1520.6518330112,371.3006752606014,17100.999752596053,121.59558650438524,2542.2492886564555,94.0285336078835
2022-10-26,193.22564656573496,603.4773220437834,163.53779058158332,329.08215143099596,401.9760838163409,6198.32237439968,221.95019123113747,1543.0795797597862,380.4277234245826,17521.364321781464,124.58456241662708,2604.7410460068268,94.4803544193478
2022-10-27,192.1784974587758,600.2068931432736,162.65152908159493,327.2987542106382,395.4407883521746,6097.550538139484,218.34174252878526,1517.992313664972,370.11945022361726,17046.596056585942,121.20875243502907,2534.161588552198,93.96275821937736
2022-10-28,192.56999002249304,601.4295925527528,162.98287137511215,327.96550428976644,397.8574811155817,6134.815045732229,219.67611400654258,1527.2693562650252,373.8893572206459,17220.226709366867,122.44334230494769,2559.973670296381,94.15084658799384
2022-10-30,192.7122153835915,601.873787107502,163.10324474030517,328.2077279730621,398.7390113671663,6148.407915811046,220.16284895370086,1530.6533171147514,375.2700642777364,17283.817951222652,122.89550384297839,2569.427198845091,94.21578715272675
2022-10-31,194.2097972825939,606.5509960081527,164.3707329818027,330.7582562389886,408.0349087444183,6291.747211414189,225.29555779786378,1566.3378018288568,389.851331333931,17955.387546795053,127.67065734473445,2669.263310845973,94.94785117242401
2022-11-01,192.82066005280967,599.1797237024819,185.0035016325323,349.50779066060403,399.27917411023225,6062.360817134049,310.13677687173083,1832.7085179997123,375.9087546458739,16864.349432668383,207.800467825415,3425.8195476599085,94.26742217970417
2022-11-02,191.10113817292375,593.836402895426,183.35369103222877,346.390975828278,388.5971868811052,5900.173392830502,301.8396321553579,1783.6777389023268,359.14749762400663,16112.391166589096,198.53492929395088,3273.066941504305,93.42211757780885
2022-11-03,190.22144293476015,591.1027977433594,182.5096595918989,344.7964353933422,383.23070244048796,5818.692646755888,297.67126001009336,1759.0453453697835,350.8811851760838,15741.540581391328,193.96535337256108,3197.7324502982237,92.98582398109865
2022-11-04,193.46991032459275,601.1972336433471,185.6264305950348,350.68462527995734,402.864331863973,6116.795211159122,312.9215183318874,1849.164545710888,380.8416898953452,17085.655115889786,210.5273696065621,3470.775526460933,94.55022980958634
